Country,Event Id,Date,Date Entered/Updated,Launch Time (UTC),Missile Name,Missile Type,Launch Agency/Authority,Facility Name,Facility Location,Other Name,Facility Latitude,Facility Longitude,Landing Location,Apogee,Distance Travelled,Confirmation Status,Test Outcome,Additional Information,Source(s),
North Korea,128,9-Aug-19,16-Aug-19,8:50:00 PM,KN-24,SRBM,,Hungnam,"Hamhung, South Hamgyong","Chakto-dong, Hamhung, Hamhung Beach",39.811611,127.66375,Sea of Japan or East Sea,48 km,400 km,Confirmed,Success,"1 of 2 tests, the missiles were fired from the Eastern coast of North Korea. Initially believed to be another KN-23 test, photographs released by North Korea confirmed it was a new type of missile strongly resembling the US's ATACMS.",https://www.washingtonpost.com/world/asia_pacific/fast-low-and-hard-to-stop-north-koreas-missile-tests-crank-up-the-threat-level/2019/08/15/adf3f3e4-bdc3-11e9-aff2-3835caab97f6_story.html; https://www.nknews.org/pro/unpacking-north-koreas-new-weapon-the-songun-atacms/; https://twitter.com/JosephHDempsey/status/1160344505486401538; https://www.theguardian.com/us-news/2019/aug/10/north-korea-fires-two-projectiles-shortly-after-trump-dismissed-earlier-launches; https://en.yna.co.kr/view/AEN20190811000351325?section=nk/nk; https://www.nknews.org/2019/08/kim-jong-un-guided-test-fire-of-new-weapon-with-superior-tactical-character/?utm_content=buffer483b1&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer;,
North Korea,129,15-Aug-19,19-Aug-19,11:01:00 PM,KN-24,SRBM,,Tongchan,"Kangwon Province, (North Korea)",Kangwon,38.953797,127.891882,Sea of Japan or East Sea,30 km,230 km,Confirmed,Success,1 of 2 tests,https://m-en.yna.co.kr/view/AEN20190816001354325?section=national/defense; https://thediplomat.com/2019/08/north-korea-continues-2019-missile-test-flurry-with-new-short-range-missile-launches/; https://www.wsj.com/articles/north-koreas-missile-tests-fail-to-provoke-response-from-washington-11566039601;,
North Korea,130,15-Aug-19,19-Aug-19,11:16:00 PM,KN-24,SRBM,,Tongchan,"Kangwon Province, (North Korea)",Kangwon,38.953797,127.891882,Sea of Japan or East Sea,30 km,230 km,Confirmed,Success,2 of 2 tests,https://m-en.yna.co.kr/view/AEN20190816001354325?section=national/defense; https://thediplomat.com/2019/08/north-korea-continues-2019-missile-test-flurry-with-new-short-range-missile-launches/; https://www.wsj.com/articles/north-koreas-missile-tests-fail-to-provoke-response-from-washington-11566039601;,
North Korea,131,23-Aug-19,11-Sep-19,9:45:00 PM,KN-25,SRBM,,Sondok Airbase,"Sondok, South Hamgyong Province",Sondok Military Airfield,39.7437,127.4732,Sea of Japan or East Sea,97 km,380 km,Confirmed,Success,1 of 2 tests,https://en.yna.co.kr/view/AEN20190824000453325?section=nk/nk; https://twitter.com/ArmsControlWonk/status/1165390446966661121; https://www.nytimes.com/2019/08/23/world/asia/north-korea-missile-tests-japan-south-korea.html; https://www.bbc.com/news/world-asia-49455689;,
North Korea,132,23-Aug-19,11-Sep-19,10:02:00 PM,KN-25,SRBM,,Sondok Airbase,"Sondok, South Hamgyong Province",Sondok Military Airfield,39.7437,127.4732,Sea of Japan or East Sea,97 km,380 km,Confirmed,Success,2 of 2 tests,https://en.yna.co.kr/view/AEN20190824000453325?section=nk/nk; https://twitter.com/ArmsControlWonk/status/1165390446966661121; https://www.nytimes.com/2019/08/23/world/asia/north-korea-missile-tests-japan-south-korea.html; https://www.bbc.com/news/world-asia-49455689;,
North Korea,133,9-Sep-19,11-Sep-19,9:53:00 PM,KN-25,SRBM,,Kaechon Air Base,"Kaechon, South Pyongan Province",,39.752321,125.899905,Sea of Japan or East Sea,50 km,330 km,Confirmed,Success,"The test came only a few hours after North Korea stated it was willing to continue talks with the US and shortly before John Bolton found out on twitter he was fired. Reports from the ROK Joint Chiefs reported two missiles launched and tracked, images later released by DPRK state media however show evidence that it launched three missiles, suggesting one of the tests failed early in flight. As such, three entries are recorded for this test with the last being recorded as a failure. It is not clear exactly what time the failed launch took place. (1 of 3 tests)",https://en.yna.co.kr/view/AEN20190910001055325?section=national/defense; https://twitter.com/DaveSchmerler/status/1171805482958409729; https://twitter.com/JosephHDempsey/status/1171550160247250944; https://www.cbsnews.com/news/north-korea-confirms-second-test-launch-multiple-rocket-launcher-says-kim-jong-un-observed/; https://www.cnn.com/2019/09/10/asia/north-korea-projectiles-launch/index.html; https://www.theguardian.com/world/2019/sep/10/north-korea-launches-two-projectiles-hours-after-nuclear-talks-offer;https://www.bloomberg.com/news/articles/2019-09-11/north-korea-s-kim-oversaw-test-of-super-large-missile-launcher;,
North Korea,134,9-Sep-19,11-Sep-19,10:12:00 PM,KN-25,SRBM,,Kaechon Air Base,"Kaechon, South Pyongan Province",,39.752321,125.899905,Sea of Japan or East Sea,50 km,330 km,Confirmed,Success,2 of 3 tests,https://en.yna.co.kr/view/AEN20190910001055325?section=national/defense; https://twitter.com/DaveSchmerler/status/1171805482958409729; https://twitter.com/JosephHDempsey/status/1171550160247250944; https://www.cbsnews.com/news/north-korea-confirms-second-test-launch-multiple-rocket-launcher-says-kim-jong-un-observed/; https://www.cnn.com/2019/09/10/asia/north-korea-projectiles-launch/index.html; https://www.theguardian.com/world/2019/sep/10/north-korea-launches-two-projectiles-hours-after-nuclear-talks-offer;https://www.bloomberg.com/news/articles/2019-09-11/north-korea-s-kim-oversaw-test-of-super-large-missile-launcher;,
North Korea,135,9-Sep-19,11-Sep-19,,KN-25,SRBM,,Kaechon Air Base,"Kaechon, South Pyongan Province",,39.752321,125.899905,Sea of Japan or East Sea,,,Confirmed,Failure,3 of 3 tests,https://en.yna.co.kr/view/AEN20190910001055325?section=national/defense; https://twitter.com/DaveSchmerler/status/1171805482958409729; https://twitter.com/JosephHDempsey/status/1171550160247250944; https://www.cbsnews.com/news/north-korea-confirms-second-test-launch-multiple-rocket-launcher-says-kim-jong-un-observed/; https://www.cnn.com/2019/09/10/asia/north-korea-projectiles-launch/index.html; https://www.theguardian.com/world/2019/sep/10/north-korea-launches-two-projectiles-hours-after-nuclear-talks-offer;https://www.bloomberg.com/news/articles/2019-09-11/north-korea-s-kim-oversaw-test-of-super-large-missile-launcher;,
North Korea,136,1-Oct-19,04-Oct-19,10:00:00 PM,Pukguksong-3,SLBM,,Yonghung Bay,"Kangwon Province, (North Korea)",,39.26,127.58,Sea of Japan or East Sea,910 km,450 km,Confirmed,Success,"Test of new SLBM. The missile appears to have been launched from an underwater barge. The exact location is not clear but it appears to have been launched off the coast of Wonsan, the site of many other missile tests. North Korea has carried out successful tests from submarines in the past and future tests of this system would likely involve using a submarine as the launch platform. The missile was launched on a lofted trajectory. David Wright estimates that if it been launched to maximize distance it likely could have flown for approx 1,900 km.",https://www.bbc.com/news/world-asia-49915224; https://www.apnews.com/d6a459d8c4774153ad71de95e9effea0; https://allthingsnuclear.org/dwright/north-koreas-latest-missile-test; https://www.washingtonpost.com/world/asia_pacific/north-korea-tests-ballistic-missile-in-show-of-strength-ahead-of-new-talks/2019/10/02/199a7488-e4de-11e9-b7da-053c79b03db8_story.html;,
North Korea,137,31-Oct-19,04-Nov-19,7:35:00 AM,KN-25,SRBM,,Sunchon Airbase,South Pyongan Province,,39.412594,125.89031,Sea of Japan or East Sea,90 km,370 km,Confirmed,Success,"It is not clear where this test took place. South Korea reported it as ""from areas in the city of Sunchon, South Pyongan Province"". There's an airbase in that area which could be the location given that North Korea has used them, and this one specifically, as launch sites in the past. If more precise location information becomes available this may be changed. Perhaps most notable about this test is how much North Korea appears to have downplayed it. Kim Jong Un was not reported to have attended the test as he has in the past and few photos were released (making it an especially challenging geolocation puzzle). Given the date of the test, the timing makes this the spookiest DPRK missile test to date. (1 of 2)",https://en.yna.co.kr/view/AEN20191031011453325; https://twitter.com/JosephHDempsey/status/1189872974477905922?s=20; https://www.nknews.org/2019/10/north-korean-media-hails-perfection-of-new-multiple-launch-rocket-system/;,
North Korea,138,31-Oct-19,04-Nov-19,7:38:00 AM,KN-25,SRBM,,Sunchon Airbase,South Pyongan Province,,39.412594,125.89031,Sea of Japan or East Sea,90 km,370 km,Confirmed,Success,2 of 2 tests,https://en.yna.co.kr/view/AEN20191031011453325; https://twitter.com/JosephHDempsey/status/1189872974477905922?s=20; https://www.nknews.org/2019/10/north-korean-media-hails-perfection-of-new-multiple-launch-rocket-system/;,
North Korea,139,28-Nov-19,02-Dec-19,7:59:00 AM,KN-25,SRBM,,Yonpo Airport,"Hamhung, South Hamgyong Province",,39.78938,127.53993,Sea of Japan or East Sea,97 km,380 km,Confirmed,Success,"North Korea launched two large-calibar MLRS rockets on Thanksgiving 2019. Noteably, the two missiles were launched within 30 seconds of each other, a step up from the three minutes on the Halloween test earlier in 2019. Phtographs later revelaed the location of the test to be Yonpo Airport. 1 of 2.",https://www.reuters.com/article/us-northkorea-missiles-kim/north-koreas-thanksgiving-day-test-shows-improving-speed-for-missile-crews-idUSKBN1Y229Z; https://www.washingtonpost.com/world/asia-pacific/north-korea-launches-two-projectiles-in-thanksgiving-message-to-trump/2019/11/28/3cb203d4-11be-11ea-924c-b34d09bbc948_story.html; https://twitter.com/JosephHDempsey/status/1200375851667394561; https://twitter.com/dagyumji/status/1199992317702070273,
North Korea,140,28-Nov-19,02-Dec-19,7:59:30 AM,KN-25,SRBM,,Yonpo Airport,"Hamhung, South Hamgyong Province",,39.78938,127.53993,Sea of Japan or East Sea,97 km,380 km,Confirmed,Success,2 of 2 tests,https://www.reuters.com/article/us-northkorea-missiles-kim/north-koreas-thanksgiving-day-test-shows-improving-speed-for-missile-crews-idUSKBN1Y229Z; https://www.washingtonpost.com/world/asia-pacific/north-korea-launches-two-projectiles-in-thanksgiving-message-to-trump/2019/11/28/3cb203d4-11be-11ea-924c-b34d09bbc948_story.html; https://twitter.com/JosephHDempsey/status/1200375851667394561; https://twitter.com/dagyumji/status/1199992317702070273,
North Korea,141,2-Mar-20,05-Mar-20,3:37:00 AM,KN-25,SRBM,,Sangum-ri,"Anbyon County, Kangwon Province (North Korea)",,39.141,127.616,Sea of Japan or East Sea,35 km,240 km,Confirmed,Success,"North Korea's first test of 2020. The test coincided with a large scale military exercise in the area. Images show the tests were overseen by Kim Jong Un. The two KN-25 missiles were reportedly launched within twenty seconds of each other. It is not clear if an additional KN-25 missile was also tested in addition to these. The tests also involved the launching of multiple, much shorter range missiles which are not included in this database. (1 of 2)",https://www.wsj.com/articles/north-korea-fires-two-missiles-in-its-first-weapons-test-this-year-11583126221; https://apnews.com/95c86dab9fbc1f5cbb1848a53ffe344e?utm_medium=AP&utm_campaign=SocialFlow&utm_source=Twitter; https://www.nknews.org/pro/a-return-to-form-north-korea-kicks-off-its-2020-testing-campaign/?t=1583422381022; https://en.yna.co.kr/view/AEN20200302005254325?section=nk/nk; https://www.washingtonpost.com/world/asia_pacific/souths-military-north-korea-fires-unidentified-projectile/2020/03/01/a4a8b012-5c39-11ea-ac50-18701e14e06d_story.html,
North Korea,142,2-Mar-20,05-Mar-20,3:37:20 AM,KN-25,SRBM,,Sangum-ri,"Anbyon County, Kangwon Province (North Korea)",,39.141,127.616,Sea of Japan or East Sea,35 km,240 km,Confirmed,Success,2 of 2 tests,https://www.wsj.com/articles/north-korea-fires-two-missiles-in-its-first-weapons-test-this-year-11583126221; https://apnews.com/95c86dab9fbc1f5cbb1848a53ffe344e?utm_medium=AP&utm_campaign=SocialFlow&utm_source=Twitter; https://www.nknews.org/pro/a-return-to-form-north-korea-kicks-off-its-2020-testing-campaign/?t=1583422381022; https://en.yna.co.kr/view/AEN20200302005254325?section=nk/nk; https://www.washingtonpost.com/world/asia_pacific/souths-military-north-korea-fires-unidentified-projectile/2020/03/01/a4a8b012-5c39-11ea-ac50-18701e14e06d_story.html,
North Korea,143,8-Mar-20,10-Mar-20,10:36:00 PM,KN-25,SRBM,,Sondok,"Sondok, South Hamgyong Province",,39.743,127.499,Sea of Japan or East Sea,50 km,200 km,Confirmed,Success,"The exact location of the test is unknown, it appears to be near the beach by Sondok Airport, the site of a previous test of the system. The test was accompanied by smaller MLRS launches, some of which may have been mistaken for KN-25 launches. The number and type of missiles launched is currently disputed with the ROK stating 3 missiles matching the KN-25 flight pattern were launched whereas the US stated as many as 5 were launched. Images appear to show at least two KN-25 missiles launched. This entry may be updated as new information is released. The missiles appear to have been aimed at a small island in the East Sea (potentially located at 40.646, 129.547) but it is not clear if these missiles or other projectiles impacted it. (1 of 3)",https://www.38north.org/2020/03/jdempsey031020/; https://en.yna.co.kr/view/AEN20200309000455325?section=national/defense; https://www.politico.com/news/2020/03/08/north-korea-weapons-launch-124200;,
North Korea,144,8-Mar-20,10-Mar-20,10:36:20 PM,KN-25,SRBM,,Sondok,"Sondok, South Hamgyong Province",,39.743,127.499,Sea of Japan or East Sea,50 km,200 km,Confirmed,Success,2 of 3 tests,https://www.38north.org/2020/03/jdempsey031020/; https://en.yna.co.kr/view/AEN20200309000455325?section=national/defense; https://www.politico.com/news/2020/03/08/north-korea-weapons-launch-124200;,
North Korea,145,8-Mar-20,10-Mar-20,10:37:20 PM,KN-25,SRBM,,Sondok,"Sondok, South Hamgyong Province",,39.743,127.499,Sea of Japan or East Sea,50 km,200 km,Confirmed,Success,3 of 3 tests,https://www.38north.org/2020/03/jdempsey031020/; https://en.yna.co.kr/view/AEN20200309000455325?section=national/defense; https://www.politico.com/news/2020/03/08/north-korea-weapons-launch-124200;,
North Korea,146,20-Mar-20,24-Mar-20,9:45:00 PM,KN-24,SRBM,,Sunchon,North Pyongan Province,,39.79,124.91,Sea of Japan or East Sea,50 km,410 km,Confirmed,Success,"The test came in the midst of the global coronavirus pandemic. The exact location of the missile launches is not clear. Yonhap reported them as being launched from the North Pyongan province. Later reporting narrowed it to the Sunchon area. Online open source researchers speculated it may be approx 39°49'23.3""N 124°49'39.7""E, approx 5 km outside of Sunchon.(1 of 2)",https://thediplomat.com/2020/03/north-korea-launches-2-short-range-ballistic-missiles/; https://en.yna.co.kr/view/AEN20200321000452325; https://twitter.com/GreatPoppo/status/1242404241026609152; https://twitter.com/JosephHDempsey/status/1241487923507273728; https://www.gov.uk/government/news/foreign-office-statement-following-north-korea-missile-tests-20-march-2020; https://en.yna.co.kr/view/AEN20200321000900325?section=search,
North Korea,147,20-Mar-20,24-Mar-20,9:50:00 PM,KN-24,SRBM,,Sunchon,North Pyongan Province,,39.79,124.91,Sea of Japan or East Sea,50 km,410 km,Confirmed,Success,2 of 2 tests,https://thediplomat.com/2020/03/north-korea-launches-2-short-range-ballistic-missiles/; https://en.yna.co.kr/view/AEN20200321000452325; https://twitter.com/GreatPoppo/status/1242404241026609152; https://twitter.com/JosephHDempsey/status/1241487923507273728; https://www.gov.uk/government/news/foreign-office-statement-following-north-korea-missile-tests-20-march-2020; https://en.yna.co.kr/view/AEN20200321000900325?section=search,
Iran,1,01-May-91,08-Feb-17,,Shahab-2,SRBM,,Unknown,,,Unknown,Unknown,Unknown,200,,Confirmed,Unknown,First known test of the Shahab 2. The missile is very similar to the North Korean Hwasong-6 (aka the Scud-C),http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,2,06-Nov-94,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,"MKO Base ""Asharaf""",,85,Confirmed,Success,,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,3,06-Nov-94,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,"MKO Base ""Asharaf""",,85,Confirmed,Success,,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,4,06-Nov-94,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,"MKO Base ""Asharaf""",,85,Confirmed,Success,,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,5,09-Nov-94,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,MKO Base,,,Unconfirmed,Success,,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,6,09-Nov-94,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,MKO Base,,,Unconfirmed,Success,This attack has never been confirmed and the Iranian government does not acknowledge it.,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,7,09-Nov-94,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,MKO Base,,,Unconfirmed,Success,,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,8,14-Oct-97,27-Apr-17,,Shahab-2,SRBM,,Unknown,,,Unknown,Unknown,Unknown,,,Confirmed,Success,,http://www.nti.org/media/pdfs/iran_missile.pdf?_=1316474223,
Iran,9,22-Jul-98,20-Feb-17,,Shahab-3,MRBM,,Unknown,,,Unknown,Unknown,Unknown,0,,Confirmed,Failure,The Shahab-3 is strikingly close to the Nodong missile used by North Korea.,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,10,10-Jun-99,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,"MKO Base ""Asharaf""",,,Unconfirmed,Success,Iran denies carrying out this attack. They were accused of doing so by MKO.,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,11,10-Jun-99,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,"MKO Base ""Asharaf""",,,Unconfirmed,Success,,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,12,10-Jun-99,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,"MKO Base ""Asharaf""",,,Unconfirmed,Success,,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,13,02-Nov-99,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,"MKO Base ""Habib""",,,Unconfirmed,Success,,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,14,02-Nov-99,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,"MKO Base ""Habib""",,,Unconfirmed,Success,These strikes have never been confirmed independently,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,15,02-Nov-99,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,"MKO Base ""Habib""",,,Unconfirmed,Success,,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,16,20-Feb-00,20-Feb-17,,Shahab-3,MRBM,,Unknown,,,Unknown,Unknown,Unknown,,,Unconfirmed,Failure,,http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,17,15-Jul-00,20-Feb-17,,Shahab-3,MRBM,,Mashhad Air Base,,,36.234306,59.640333,Unknown,150,,Confirmed,Success,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,18,21-Sep-00,20-Feb-17,,Shahab-3,MRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,1000,,Confirmed,Failure,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,19,18-Apr-01,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,Multiple MKO Bases,,150,Confirmed,Success,"The number of missiles launched in this attack is highly disputed. Iran has acknowledged that the strike took place but has not provided exact numbers for missiles launched. MKO claimed it was 77 missiles launched, Iraq claimed it was 56. Given that Iran only had 17 TELS, it is accepted that only about 30 missiles were actually fired.",https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,20,18-Apr-01,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,Multiple MKO Bases,,150,Confirmed,Success,"The number of missiles launched in this attack is highly disputed. Iran has acknowledged that the strike took place but has not provided exact numbers for missiles launched. MKO claimed it was 77 missiles launched, Iraq claimed it was 56. Given that Iran only had 17 TELS, it is accepted that only about 30 missiles were actually fired.",https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,21,18-Apr-01,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,Multiple MKO Bases,,150,Confirmed,Success,"The number of missiles launched in this attack is highly disputed. Iran has acknowledged that the strike took place but has not provided exact numbers for missiles launched. MKO claimed it was 77 missiles launched, Iraq claimed it was 56. Given that Iran only had 17 TELS, it is accepted that only about 30 missiles were actually fired.",https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
Iran,22,18-Apr-01,23-Jun-17,,Shahab-1,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,Multiple MKO Bases,,150,Confirmed,Success,"The number of missiles launched in this attack is highly disputed. Iran has acknowledged that the strike took place but has not provided exact numbers for missiles launched. MKO claimed it was 77 missiles launched, Iraq claimed it was 56. Given that Iran only had 17 TELS, it is accepted that only about 30 missiles were actually fired.",https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,
